# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Mon Dec 21 20:17:37 CET 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287 + Chen et al. (2015), MNRAS accepted
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: Kepler + SDSS <i>griz</i> + DDO51 (in ABmags)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
# >> NOTE: manually deleted data past bluest tip of the Main Sequence Turn-Off
#	Isochrone  Z = 0.01900	Y = 0.28242	[M/H] = 0.119	eta_R = 0.200	Age = 	5.0000e+08 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Kepler  g       r       i       z       DDO51_finf	int_IMF	stage    J       H       Ks
	0.019000	8.6990	0.20000000	0.2000	-2.4575	3.4662	5.0133	10.914	12.574	15.011	13.514	11.696	10.687	14.732	2.22178221	0	8.911	8.332	8.047
	0.019000	8.6990	0.23397538	0.2340	-2.3214	3.4778	4.9917	10.573	12.083	14.369	12.899	11.221	10.298	14.084	2.35444808	0	8.597	8.017	7.741
	0.019000	8.6990	0.25000000	0.2500	-2.2618	3.4826	4.9803	10.425	11.873	14.101	12.636	11.019	10.131	13.810	2.40809011	0	8.460	7.879	7.607
	0.019000	8.6990	0.28945491	0.2895	-2.1354	3.4924	4.9566	10.109	11.441	13.557	12.101	10.606	9.783	13.260	2.52112937	0	8.169	7.584	7.321
	0.019000	8.6990	0.30000001	0.3000	-2.1029	3.4948	4.9491	10.027	11.335	13.427	11.977	10.505	9.695	13.130	2.54750419	0	8.093	7.507	7.246
	0.019000	8.6990	0.30608046	0.3061	-2.0857	3.4962	4.9463	9.984	11.278	13.354	11.907	10.450	9.648	13.057	2.56208992	0	8.054	7.467	7.207
	0.019000	8.6990	0.34999999	0.3500	-1.9577	3.5056	4.9141	9.664	10.866	12.847	11.426	10.057	9.305	12.554	2.65552020	0	7.756	7.163	6.912
	0.019000	8.6990	0.40000001	0.4000	-1.8086	3.5173	4.8698	9.292	10.387	12.259	10.865	9.602	8.909	11.970	2.74133730	0	7.412	6.810	6.569
	0.019000	8.6990	0.44999999	0.4500	-1.6591	3.5291	4.8186	8.918	9.920	11.696	10.331	9.159	8.519	11.417	2.81098008	0	7.068	6.455	6.223
	0.019000	8.6990	0.50000000	0.5000	-1.5079	3.5425	4.7669	8.540	9.446	11.125	9.790	8.712	8.127	10.869	2.86847806	0	6.723	6.097	5.874
	0.019000	8.6990	0.55000001	0.5500	-1.3515	3.5601	4.7224	8.149	8.929	10.499	9.181	8.236	7.724	10.276	2.91663504	0	6.379	5.738	5.528
	0.019000	8.6990	0.60000002	0.6000	-1.1924	3.5825	4.6906	7.751	8.373	9.823	8.510	7.740	7.325	9.650	2.95739889	0	6.045	5.385	5.198
	0.019000	8.6990	0.64999998	0.6500	-1.0354	3.6078	4.6696	7.359	7.826	9.145	7.867	7.261	6.941	9.042	2.99236870	0	5.716	5.047	4.894
	0.019000	8.6990	0.69999999	0.7000	-0.8844	3.6345	4.6575	6.981	7.298	8.460	7.262	6.811	6.579	8.425	3.02253795	0	5.403	4.752	4.635
	0.019000	8.6990	0.71061295	0.7106	-0.8519	3.6408	4.6567	6.900	7.183	8.304	7.131	6.715	6.503	8.277	3.02841163	1	5.339	4.697	4.587
	0.019000	8.6990	0.75000000	0.7500	-0.7361	3.6650	4.6611	6.610	6.771	7.723	6.685	6.376	6.224	7.676	3.04879928	1	5.119	4.543	4.451
	0.019000	8.6990	0.80000001	0.8000	-0.6079	3.6844	4.6384	6.290	6.375	7.194	6.283	6.030	5.913	7.100	3.07187057	1	4.858	4.346	4.265
	0.019000	8.6990	0.88421923	0.8842	-0.4050	3.7147	4.6003	5.783	5.784	6.429	5.696	5.506	5.436	6.278	3.10479379	1	4.456	4.035	3.967
	0.019000	8.6990	0.93421930	0.9342	-0.2913	3.7308	4.5751	5.498	5.470	6.038	5.385	5.223	5.174	5.868	3.12146688	1	4.232	3.856	3.794
	0.019000	8.6990	0.94072199	0.9407	-0.2765	3.7328	4.5713	5.461	5.430	5.989	5.346	5.187	5.140	5.818	3.12350202	1	4.203	3.832	3.771
	0.019000	8.6990	0.98421925	0.9842	-0.1806	3.7458	4.5468	5.221	5.173	5.673	5.092	4.955	4.924	5.500	3.13640642	1	4.017	3.677	3.623
	0.019000	8.6990	1.03421926	1.0342	-0.0762	3.7592	4.5174	4.960	4.899	5.346	4.822	4.705	4.691	5.174	3.14985085	1	3.812	3.504	3.455
	0.019000	8.6990	1.11843848	1.1184	0.0910	3.7788	4.4627	4.542	4.472	4.839	4.402	4.316	4.325	4.679	3.16958284	1	3.487	3.223	3.182
	0.019000	8.6990	1.15550482	1.1555	0.1637	3.7866	4.4356	4.361	4.297	4.624	4.231	4.160	4.176	4.469	3.17728639	1	3.352	3.101	3.065
	0.019000	8.6990	1.16843855	1.1684	0.1869	3.7893	4.4278	4.303	4.241	4.555	4.178	4.111	4.129	4.401	3.17985058	1	3.310	3.063	3.029
	0.019000	8.6990	1.17387271	1.1738	0.1980	3.7904	4.4234	4.275	4.215	4.523	4.152	4.087	4.106	4.370	3.18090963	1	3.289	3.044	3.011
	0.019000	8.6990	1.19887948	1.1988	0.2433	3.7955	4.4074	4.162	4.105	4.391	4.044	3.988	4.013	4.241	3.18564987	1	3.204	2.969	2.938
	0.019000	8.6990	1.21843851	1.2184	0.2772	3.7993	4.3958	4.077	4.023	4.292	3.964	3.914	3.943	4.145	3.18921113	1	3.140	2.912	2.883
	0.019000	8.6990	1.26843858	1.2684	0.3641	3.8086	4.3637	3.860	3.808	4.043	3.752	3.716	3.756	3.908	3.19777656	1	2.970	2.761	2.734
	0.019000	8.6990	1.35265779	1.3526	0.4979	3.8235	4.3172	3.525	3.478	3.663	3.427	3.415	3.471	3.545	3.21061015	1	2.711	2.533	2.509
	0.019000	8.6990	1.40265787	1.4026	0.5736	3.8324	4.2928	3.336	3.292	3.448	3.245	3.247	3.312	3.340	3.21740675	1	2.568	2.408	2.385
	0.019000	8.6990	1.45265782	1.4526	0.6458	3.8416	4.2729	3.155	3.117	3.244	3.072	3.090	3.165	3.145	3.22367454	1	2.437	2.295	2.273
	0.019000	8.6990	1.50265777	1.5026	0.7152	3.8518	4.2589	2.982	2.949	3.044	2.909	2.943	3.030	2.956	3.22947097	1	2.318	2.196	2.175
	0.019000	8.6990	1.55188906	1.5518	0.7790	3.8629	4.2533	2.822	2.798	2.859	2.761	2.815	2.912	2.781	3.23476601	1	2.219	2.118	2.098
	0.019000	8.6990	1.58687711	1.5868	0.8232	3.8703	4.2486	2.712	2.693	2.733	2.659	2.726	2.831	2.662	3.23830318	1	2.150	2.062	2.043
	0.019000	8.6990	1.61976743	1.6197	0.8655	3.8772	4.2429	2.606	2.594	2.613	2.563	2.642	2.754	2.548	3.24146628	1	2.084	2.008	1.990
	0.019000	8.6990	1.65265787	1.6526	0.9067	3.8842	4.2384	2.503	2.498	2.496	2.470	2.561	2.680	2.438	3.24448037	1	2.021	1.957	1.939
	0.019000	8.6990	1.68554831	1.6855	0.9467	3.8909	4.2336	2.403	2.405	2.384	2.379	2.483	2.608	2.332	3.24735498	1	1.960	1.907	1.890
	0.019000	8.6990	1.70129848	1.7013	0.9650	3.8938	4.2311	2.358	2.363	2.333	2.339	2.448	2.575	2.285	3.24868464	1	1.931	1.884	1.866
	0.019000	8.6990	1.73554814	1.7355	1.0043	3.8999	4.2246	2.259	2.272	2.225	2.252	2.371	2.503	2.183	3.25147748	1	1.869	1.832	1.814
	0.019000	8.6990	1.76843846	1.7684	1.0418	3.9054	4.2173	2.166	2.187	2.123	2.170	2.299	2.435	2.087	3.25403857	1	1.809	1.779	1.762
	0.019000	8.6990	1.80132890	1.8013	1.0785	3.9106	4.2094	2.074	2.104	2.025	2.090	2.228	2.368	1.994	3.25648880	1	1.750	1.727	1.710
	0.019000	8.6990	1.83421934	1.8342	1.1144	3.9153	4.2004	1.984	2.023	1.930	2.012	2.158	2.301	1.905	3.25883484	1	1.690	1.673	1.657
	0.019000	8.6990	1.86742318	1.8674	1.1501	3.9200	4.1911	1.895	1.943	1.835	1.935	2.088	2.234	1.817	3.26110363	1	1.630	1.619	1.603
	0.019000	8.6990	1.88421929	1.8842	1.1680	3.9222	4.1861	1.850	1.903	1.789	1.896	2.053	2.201	1.773	3.26221514	1	1.600	1.591	1.575
	0.019000	8.6990	1.91710961	1.9171	1.2029	3.9267	4.1763	1.763	1.826	1.699	1.822	1.985	2.135	1.689	3.26432490	1	1.541	1.537	1.522
	0.019000	8.6990	1.95000005	1.9500	1.2374	3.9307	4.1656	1.677	1.749	1.611	1.748	1.917	2.070	1.607	3.26635003	1	1.481	1.482	1.467
	0.019000	8.6990	2.00000000	2.0000	1.2893	3.9367	4.1487	1.547	1.636	1.484	1.637	1.815	1.971	1.485	3.26927757	1	1.390	1.397	1.383
	0.019000	8.6990	2.00380969	2.0038	1.2932	3.9372	4.1474	1.537	1.627	1.474	1.629	1.807	1.963	1.476	3.26949334	1	1.383	1.391	1.376
	0.019000	8.6990	2.04999995	2.0500	1.3402	3.9420	4.1297	1.419	1.524	1.359	1.528	1.713	1.871	1.367	3.27203131	1	1.297	1.309	1.295
	0.019000	8.6990	2.08022761	2.0802	1.3708	3.9451	4.1177	1.343	1.457	1.286	1.463	1.651	1.810	1.297	3.27361655	1	1.241	1.256	1.242
	0.019000	8.6990	2.09999990	2.1000	1.3909	3.9469	4.1088	1.293	1.412	1.237	1.419	1.610	1.769	1.251	3.27462268	1	1.203	1.219	1.206
	0.019000	8.6990	2.14665365	2.1467	1.4380	3.9509	4.0874	1.175	1.308	1.124	1.317	1.512	1.673	1.143	3.27690578	1	1.112	1.131	1.119
	0.019000	8.6990	2.15000010	2.1500	1.4414	3.9512	4.0858	1.167	1.300	1.116	1.309	1.505	1.666	1.135	3.27706480	1	1.105	1.125	1.113
	0.019000	8.6990	2.17769575	2.1777	1.4692	3.9533	4.0722	1.097	1.239	1.051	1.249	1.447	1.608	1.071	3.27835774	1	1.051	1.072	1.060
	0.019000	8.6990	2.20000005	2.2000	1.4915	3.9549	4.0606	1.041	1.189	0.997	1.199	1.400	1.561	1.020	3.27936959	1	1.006	1.027	1.016
	0.019000	8.6990	2.24485302	2.2449	1.5361	3.9578	4.0361	0.930	1.087	0.891	1.099	1.303	1.465	0.916	3.28132868	1	0.913	0.937	0.927
	0.019000	8.6990	2.25000000	2.2500	1.5412	3.9580	4.0331	0.917	1.076	0.878	1.088	1.292	1.454	0.904	3.28154731	1	0.903	0.927	0.916
	0.019000	8.6990	2.27611518	2.2761	1.5670	3.9594	4.0179	0.852	1.016	0.816	1.029	1.235	1.397	0.844	3.28263760	1	0.848	0.873	0.862
	0.019000	8.6990	2.29999995	2.3000	1.5906	3.9604	4.0026	0.793	0.961	0.758	0.974	1.181	1.343	0.788	3.28360772	1	0.795	0.821	0.811
	0.019000	8.6990	2.32232714	2.3223	1.6126	3.9614	3.9891	0.739	0.910	0.706	0.924	1.132	1.294	0.737	3.28449225	1	0.748	0.774	0.764
	0.019000	8.6990	2.36527944	2.3653	1.6550	3.9626	3.9592	0.632	0.809	0.602	0.823	1.033	1.194	0.634	3.28613544	1	0.650	0.677	0.667
	0.019000	8.6990	2.40000010	2.4000	1.6892	3.9630	3.9330	0.547	0.725	0.517	0.740	0.950	1.111	0.551	3.28741050	1	0.568	0.595	0.586
	0.019000	8.6990	2.44646931	2.4465	1.7346	3.9623	3.8932	0.434	0.609	0.400	0.624	0.834	0.993	0.435	3.28904676	1	0.450	0.477	0.468
