# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Mon Dec 21 20:17:37 CET 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287 + Chen et al. (2015), MNRAS accepted
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: Kepler + SDSS <i>griz</i> + DDO51 (in ABmags)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
# >> NOTE: manually deleted data past bluest tip of the Main Sequence Turn-Off
#	Isochrone  Z = 0.01900	Y = 0.28242	[M/H] = 0.119	eta_R = 0.200	Age = 	5.0000e+08 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Kepler  g       r       i       z       DDO51_finf	int_IMF	stage    J       H       Ks
	0.019000	8.6990	0.09000000	0.0900	-3.2757	3.3674	5.0894	12.959	16.321	20.419	18.554	15.475	13.399	20.359	1.46765435	0	10.723	10.150	9.830
	0.019000	8.6990	0.09575605	0.0958	-3.2137	3.3774	5.0946	12.804	15.981	19.906	18.076	15.128	13.170	19.821	1.52803862	0	10.592	10.017	9.701
	0.019000	8.6990	0.09761142	0.0976	-3.1915	3.3808	5.0941	12.749	15.864	19.729	17.913	15.009	13.090	19.635	1.54677296	0	10.544	9.969	9.654
	0.019000	8.6990	0.10000000	0.1000	-3.1632	3.3851	5.0935	12.678	15.714	19.503	17.703	14.855	12.987	19.397	1.57040203	0	10.484	9.909	9.595
	0.019000	8.6990	0.10985887	0.1099	-3.0677	3.3990	5.0944	12.439	15.221	18.767	17.019	14.352	12.647	18.623	1.66212535	0	10.278	9.701	9.392
	0.019000	8.6990	0.12000000	0.1200	-2.9658	3.4130	5.0870	12.185	14.709	18.003	16.312	13.829	12.289	17.818	1.74782515	0	10.057	9.480	9.173
	0.019000	8.6990	0.12741180	0.1274	-2.8997	3.4210	5.0789	12.019	14.397	17.545	15.888	13.510	12.066	17.336	1.80575073	0	9.910	9.334	9.029
	0.019000	8.6990	0.14000000	0.1400	-2.7923	3.4338	5.0635	11.751	13.901	16.825	15.224	13.007	11.707	16.583	1.89584959	0	9.672	9.095	8.794
	0.019000	8.6990	0.14323215	0.1432	-2.7712	3.4361	5.0615	11.698	13.812	16.699	15.109	12.918	11.639	16.455	1.91746509	0	9.624	9.048	8.747
	0.019000	8.6990	0.16000000	0.1600	-2.6673	3.4476	5.0517	11.438	13.372	16.082	14.537	12.478	11.308	15.825	2.02115250	0	9.390	8.813	8.518
