# File generated by CMD 2.7 (http://stev.oapd.inaf.it/cmd) on Mon Dec 21 20:14:11 CET 2015
# PARSEC isochrones, release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014), MNRAS, 444, 2525 + Tang et al. (2014), MNRAS, 445, 4287 + Chen et al. (2015), MNRAS accepted
# Warning: the TP-AGB phase is not included! TP-AGB tracks are in preparation by Marigo et al.
# Photometric system: Kepler + SDSS <i>griz</i> + DDO51 (in ABmags)
# Using NBC version of bolometric corrections as in Chen et al. (2014), MNRAS, 444, 2525
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Kind of output: isochrone tables
# >> NOTE: Davenport manually deleted data past bluest tip of the Main Sequence Turn-Off
#	Isochrone  Z = 0.01900	Y = 0.28242	[M/H] = 0.119	eta_R = 0.200	Age = 	1.0000e+09 yr
#      Z	log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Kepler  g       r       i       z       DDO51_finf	int_IMF	stage  J       H       Ks     U       B       V       R       I      
	0.019000	9.0000	0.98421925	0.9842	-0.1663	3.7469	4.5371	5.186	5.136	5.631	5.055	4.920	4.891	5.458	3.13640642	1	3.986	3.649	3.59	6.423	6.047	5.295	4.841	4.4936
	0.019000	9.0000	1.01654005	1.0165	-0.0965	3.7557	4.5164	5.011	4.953	5.413	4.875	4.753	4.735	5.240	3.14525890	1	3.849	3.532	3.48	6.122	5.815	5.097	4.665	4.3302
	0.019000	9.0000	1.03421926	1.0342	-0.0590	3.7604	4.5052	4.918	4.856	5.297	4.779	4.664	4.651	5.126	3.14985085	1	3.775	3.469	3.42	5.965	5.692	4.992	4.571	4.2431
	0.019000	9.0000	1.10971189	1.1096	0.0950	3.7779	4.4520	4.533	4.463	4.832	4.392	4.305	4.313	4.672	3.16768813	1	3.473	3.207	3.16	5.358	5.197	4.571	4.193	3.8936
	0.019000	9.0000	1.11843848	1.1184	0.1122	3.7799	4.4459	4.490	4.419	4.781	4.349	4.266	4.276	4.622	3.16958284	1	3.440	3.178	3.13	5.291	5.141	4.524	4.151	3.8558
	0.019000	9.0000	1.16843855	1.1684	0.2114	3.7903	4.4073	4.242	4.181	4.490	4.118	4.053	4.072	4.336	3.17985058	1	3.254	3.010	2.97	4.888	4.826	4.265	3.926	3.6476
	0.019000	9.0000	1.18793237	1.1878	0.2486	3.7942	4.3931	4.148	4.091	4.382	4.029	3.971	3.995	4.231	3.18360114	1	3.183	2.946	2.91	4.750	4.710	4.167	3.840	3.5675
	0.019000	9.0000	1.21762431	1.2175	0.3035	3.7999	4.3718	4.011	3.957	4.223	3.899	3.850	3.880	4.077	3.18906522	1	3.078	2.851	2.82	4.547	4.539	4.024	3.712	3.4493
	0.019000	9.0000	1.21843851	1.2183	0.3049	3.8001	4.3712	4.008	3.954	4.219	3.895	3.847	3.876	4.073	3.18921113	1	3.075	2.849	2.82	4.542	4.535	4.020	3.708	3.4450
	0.019000	9.0000	1.26843858	1.2683	0.3951	3.8090	4.3343	3.782	3.730	3.963	3.674	3.640	3.680	3.828	3.19777656	1	2.895	2.687	2.66	4.255	4.265	3.786	3.492	3.2430
	0.019000	9.0000	1.35265779	1.3525	0.5339	3.8230	4.2792	3.435	3.387	3.573	3.336	3.324	3.379	3.455	3.21061015	1	2.619	2.440	2.41	3.831	3.854	3.427	3.160	2.9345
	0.019000	9.0000	1.40265787	1.4025	0.6127	3.8310	4.2483	3.238	3.193	3.352	3.145	3.146	3.210	3.243	3.21740675	1	2.463	2.301	2.27	3.596	3.622	3.223	2.973	2.7607
	0.019000	9.0000	1.45265782	1.4525	0.6881	3.8391	4.2205	3.050	3.008	3.141	2.963	2.978	3.050	3.040	3.22367454	1	2.318	2.171	2.14	3.379	3.401	3.029	2.795	2.5969
	0.019000	9.0000	1.50265777	1.5026	0.7604	3.8473	4.1955	2.869	2.832	2.938	2.790	2.818	2.899	2.846	3.22947097	1	2.181	2.050	2.02	3.173	3.189	2.842	2.625	2.4419
	0.019000	9.0000	1.53313124	1.5330	0.8017	3.8526	4.1841	2.766	2.732	2.821	2.691	2.729	2.815	2.735	3.23279405	1	2.106	1.986	1.96	3.055	3.066	2.736	2.530	2.3555
	0.019000	9.0000	1.58687711	1.5868	0.8729	3.8608	4.1608	2.588	2.559	2.622	2.522	2.574	2.668	2.544	3.23830318	1	1.973	1.869	1.84	2.857	2.859	2.554	2.364	2.2049
	0.019000	9.0000	1.61976743	1.6197	0.9176	3.8654	4.1432	2.476	2.450	2.500	2.415	2.475	2.575	2.426	3.24146628	1	1.886	1.792	1.77	2.737	2.731	2.439	2.260	2.1081
	0.019000	9.0000	1.65265787	1.6526	0.9616	3.8693	4.1239	2.366	2.343	2.380	2.309	2.377	2.480	2.310	3.24448037	1	1.799	1.712	1.69	2.620	2.607	2.327	2.156	2.0121
	0.019000	9.0000	1.67327976	1.6732	0.9888	3.8716	4.1113	2.298	2.276	2.306	2.244	2.316	2.422	2.239	3.24629831	1	1.744	1.661	1.64	2.549	2.532	2.258	2.092	1.9531
	0.019000	9.0000	1.68554831	1.6855	1.0048	3.8728	4.1032	2.258	2.237	2.263	2.205	2.279	2.386	2.197	3.24735498	1	1.711	1.630	1.61	2.507	2.487	2.217	2.054	1.9170
	0.019000	9.0000	1.69777596	1.6978	1.0204	3.8741	4.0958	2.219	2.199	2.221	2.167	2.244	2.352	2.156	3.24838972	1	1.679	1.600	1.58	2.466	2.444	2.178	2.017	1.8831
	0.019000	9.0000	1.72753632	1.7275	1.0582	3.8768	4.0764	2.124	2.106	2.119	2.076	2.158	2.269	2.057	3.25083590	1	1.600	1.526	1.50	2.368	2.340	2.082	1.927	1.7987
	0.019000	9.0000	1.73554814	1.7355	1.0684	3.8775	4.0709	2.099	2.081	2.092	2.051	2.135	2.246	2.031	3.25147748	1	1.578	1.506	1.48	2.341	2.312	2.056	1.903	1.7757
	0.019000	9.0000	1.74076498	1.7408	1.0750	3.8779	4.0673	2.082	2.065	2.074	2.035	2.120	2.231	2.014	3.25189137	1	1.564	1.493	1.47	2.324	2.294	2.039	1.887	1.7603
	0.019000	9.0000	1.76843846	1.7684	1.1102	3.8798	4.0466	1.994	1.978	1.981	1.949	2.038	2.151	1.922	3.25403857	1	1.487	1.420	1.40	2.234	2.198	1.950	1.802	1.6800
	0.019000	9.0000	1.78064644	1.7806	1.1258	3.8806	4.0374	1.956	1.939	1.940	1.911	2.002	2.115	1.882	3.25496054	1	1.453	1.387	1.36	2.194	2.156	1.910	1.765	1.6448
	0.019000	9.0000	1.80132890	1.8013	1.1521	3.8817	4.0205	1.890	1.874	1.870	1.846	1.939	2.054	1.814	3.25648880	1	1.393	1.330	1.31	2.127	2.086	1.843	1.701	1.5820
	0.019000	9.0000	1.82043982	1.8204	1.1761	3.8824	4.0038	1.830	1.814	1.808	1.787	1.882	1.997	1.753	3.25786424	1	1.338	1.275	1.25	2.067	2.022	1.783	1.642	1.5256
	0.019000	9.0000	1.83421934	1.8342	1.1934	3.8826	3.9905	1.786	1.771	1.763	1.744	1.839	1.954	1.708	3.25883484	1	1.295	1.234	1.21	2.023	1.977	1.739	1.599	1.4824
	0.019000	9.0000	1.85140252	1.8514	1.2148	3.8828	3.9739	1.733	1.717	1.708	1.690	1.786	1.901	1.654	3.26002097	1	1.243	1.182	1.16	1.970	1.921	1.684	1.545	1.4302
	0.019000	9.0000	1.88310730	1.8831	1.2540	3.8825	3.9409	1.635	1.618	1.608	1.591	1.688	1.802	1.554	3.26214242	1	1.144	1.083	1.06	1.873	1.821	1.585	1.447	1.3312
	0.019000	9.0000	1.88421929	1.8842	1.2553	3.8825	3.9397	1.632	1.614	1.604	1.588	1.684	1.798	1.551	3.26221514	1	1.140	1.079	1.05	1.870	1.817	1.582	1.443	1.3289
